gid,tipo_pavim,local,cod_local,area,distance,angle,geometry,x,y
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4100.0,318.88450087151404,POINT Z (687463.8105084343 7190354.638336094 0),687463.8105084343,7190354.638336094
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4120.0,319.0385576781987,POINT Z (687450.6822674127 7190369.726363837 0),687450.6822674127,7190369.726363837
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4140.0,319.29800535776553,POINT Z (687437.6007033099 7190384.854836017 0),687437.6007033099,7190384.854836017
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4160.0,319.29800535776553,POINT Z (687424.5582073815 7190400.017068701 0),687424.5582073815,7190400.017068701
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4180.0,318.37860744186617,POINT Z (687411.3097329476 7190414.999223944 0),687411.3097329476,7190414.999223944
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4200.0,232.18236983519594,POINT Z (687395.8377458063 7190422.377320968 0),687395.8377458063,7190422.377320968
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4220.0,228.01748446943338,POINT Z (687380.8764726677 7190409.114784968 0),687380.8764726677,7190409.114784968
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4240.0,228.47266257027775,POINT Z (687365.9945032937 7190395.7535006795 0),687365.9945032937,7190395.7535006795
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4260.0,228.85155257717673,POINT Z (687351.0012495939 7190382.517216997 0),687351.0012495939,7190382.517216997
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4280.0,126.5248369651,POINT Z (687349.467223508 7190367.248640932 0),687349.467223508,7190367.248640932
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4300.0,127.66323469759504,POINT Z (687365.4145628543 7190355.180378599 0),687365.4145628543,7190355.180378599
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4320.0,133.8877901710508,POINT Z (687380.3061559724 7190341.859009337 0),687380.3061559724,7190341.859009337
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4340.0,137.23402996477313,POINT Z (687394.1076829297 7190327.388710641 0),687394.1076829297,7190327.388710641
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4360.0,318.13276508096465,POINT Z (687400.4306533283 7190317.215046723 0),687400.4306533283,7190317.215046723
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4380.0,317.6218211747418,POINT Z (687386.9566831338 7190331.9944585925 0),687386.9566831338,7190331.9944585925
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4400.0,289.4282527113849,POINT Z (687372.7952099042 7190346.05043093 0),687372.7952099042,7190346.05043093
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4420.0,256.8851930799189,POINT Z (687361.1223094752 7190331.861675483 0),687361.1223094752,7190331.861675483
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4440.0,249.55568159931343,POINT Z (687341.503466248 7190328.2433436625 0),687341.503466248,7190328.2433436625
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4460.0,49.96360279138701,POINT Z (687330.879808552 7190325.781010263 0),687330.879808552,7190325.781010263
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4480.0,77.56039429952799,POINT Z (687349.4475948457 7190332.809510736 0),687349.4475948457,7190332.809510736
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4500.0,36.5496381266514,POINT Z (687367.7943148459 7190338.922178553 0),687367.7943148459,7190338.922178553
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4520.0,310.19099160614843,POINT Z (687361.624448481 7190355.562724916 0),687361.624448481,7190355.562724916
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4540.0,304.8734763841703,POINT Z (687345.4933712656 7190367.377407217 0),687345.4933712656,7190367.377407217
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4600.0,230.8221614761404,POINT Z (687300.6143141206 7190339.136767865 0),687300.6143141206,7190339.136767865
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4640.0,51.06403074917112,POINT Z (687293.1525875973 7190336.967036333 0),687293.1525875973,7190336.967036333
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4660.0,49.69620232061809,POINT Z (687308.726317415 7190349.514190303 0),687308.726317415,7190349.514190303
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4680.0,49.7687118196698,POINT Z (687323.9844746023 7190362.444329298 0),687323.9844746023,7190362.444329298
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4700.0,48.113239583003455,POINT Z (687339.0083871961 7190375.643027364 0),687339.0083871961,7190375.643027364
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4720.0,48.42234467896223,POINT Z (687353.7994490926 7190389.104079775 0),687353.7994490926,7190389.104079775
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4740.0,49.570789978116764,POINT Z (687368.8475650577 7190402.276727084 0),687368.8475650577,7190402.276727084
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4760.0,46.20460802575291,POINT Z (687383.626504848 7190415.739405942 0),687383.626504848,7190415.739405942
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4780.0,342.2922368604323,POINT Z (687396.2826880924 7190430.212473117 0),687396.2826880924,7190430.212473117
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4800.0,320.3708997695732,POINT Z (687383.8118151966 7190445.787655282 0),687383.8118151966,7190445.787655282
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4820.0,318.9646453892148,POINT Z (687370.8930785495 7190461.053534012 0),687370.8930785495,7190461.053534012
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4840.0,318.0740363663089,POINT Z (687357.7054014198 7190476.089067552 0),687357.7054014198,7190476.089067552
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4860.0,318.0740363663089,POINT Z (687344.3420059731 7190490.96924437 0),687344.3420059731,7190490.96924437
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4880.0,320.3837617450269,POINT Z (687331.5611036121 7190506.351703253 0),687331.5611036121,7190506.351703253
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,4900.0,316.4179129870001,POINT Z (687318.1871740198 7190521.217499117 0),687318.1871740198,7190521.217499117
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5420.0,144.60197793367456,POINT Z (686962.3567838703 7190613.783627096 0),686962.3567838703,7190613.783627096
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5440.0,141.3392720186163,POINT Z (686974.6044207835 7190597.977029961 0),686974.6044207835,7190597.977029961
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5520.0,49.35149707139962,POINT Z (686926.3668084241 7190598.099111785 0),686926.3668084241,7190598.099111785
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5540.0,49.35149707139962,POINT Z (686941.5412110576 7190611.127446473 0),686941.5412110576,7190611.127446473
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5560.0,35.49089747918819,POINT Z (686956.1881085961 7190624.557261014 0),686956.1881085961,7190624.557261014
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5580.0,50.22363411920069,POINT Z (686970.5983594523 7190638.329229602 0),686970.5983594523,7190638.329229602
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5600.0,50.50076812482792,POINT Z (686985.9985036516 7190651.089841886 0),686985.9985036516,7190651.089841886
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5620.0,49.151002455754025,POINT Z (687001.2366195164 7190664.04272004 0),687001.2366195164,7190664.04272004
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5640.0,49.181978773261314,POINT Z (687016.3671707272 7190677.121955401 0),687016.3671707272,7190677.121955401
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5660.0,48.23592079002814,POINT Z (687031.3699901 7190690.346533718 0),687031.3699901,7190690.346533718
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5680.0,45.10723385520576,POINT Z (687046.2014022352 7190703.745092634 0),687046.2014022352,7190703.745092634
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5700.0,48.787919170900565,POINT Z (687060.7900268153 7190717.411117091 0),687060.7900268153,7190717.411117091
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5720.0,44.495478377204584,POINT Z (687075.5705117639 7190730.876000405 0),687075.5705117639,7190730.876000405
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5740.0,47.39146805809608,POINT Z (687090.2633444609 7190744.426737244 0),687090.2633444609,7190744.426737244
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5760.0,354.80887760929903,POINT Z (687103.4194060444 7190758.990943153 0),687103.4194060444,7190758.990943153
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5840.0,38.25099728528186,POINT Z (687114.3826090936 7190772.551053704 0),687114.3826090936,7190772.551053704
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5880.0,133.86036912922745,POINT Z (687113.3976970651 7190756.037585814 0),687113.3976970651,7190756.037585814
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5900.0,138.46229276482825,POINT Z (687127.5335603573 7190741.897291458 0),687127.5335603573,7190741.897291458
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5920.0,138.52417913506292,POINT Z (687140.7953530658 7190726.926491842 0),687140.7953530658,7190726.926491842
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5940.0,138.52417913506292,POINT Z (687154.0414315814 7190711.941786174 0),687154.0414315814,7190711.941786174
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5960.0,138.8448987583358,POINT Z (687167.2099453573 7190696.888901123 0),687167.2099453573,7190696.888901123
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,5980.0,138.8448987583358,POINT Z (687180.3719382006 7190681.8302841745 0),687180.3719382006,7190681.8302841745
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6000.0,138.4155532833707,POINT Z (687193.6424650942 7190666.867251151 0),687193.6424650942,7190666.867251151
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6020.0,138.15030026463265,POINT Z (687206.9393421889 7190651.927666789 0),687206.9393421889,7190651.927666789
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6040.0,138.15030026463265,POINT Z (687220.2829194529 7190637.029715728 0),687220.2829194529,7190637.029715728
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6060.0,138.5086861003118,POINT Z (687233.5771461636 7190622.087840477 0),687233.5771461636,7190622.087840477
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6080.0,73.37196058823501,POINT Z (687250.4569129463 7190616.460085501 0),687250.4569129463,7190616.460085501
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6100.0,85.73105218782099,POINT Z (687269.952296237 7190620.609607538 0),687269.952296237,7190620.609607538
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6120.0,97.57338643431777,POINT Z (687289.8354594582 7190618.944446517 0),687289.8354594582,7190618.944446517
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6140.0,96.83507229926406,POINT Z (687309.692651536 7190616.558951875 0),687309.692651536,7190616.558951875
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6160.0,94.8806439448409,POINT Z (687329.5491364778 7190614.192101119 0),687329.5491364778,7190614.192101119
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6180.0,80.78702655019944,POINT Z (687349.4438991124 7190614.943590731 0),687349.4438991124,7190614.943590731
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6200.0,80.78702655163832,POINT Z (687369.1858998718 7190618.145684737 0),687369.1858998718,7190618.145684737
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6220.0,72.00494111234072,POINT Z (687388.6219494074 7190622.752532722 0),687388.6219494074,7190622.752532722
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6240.0,69.87613594510194,POINT Z (687407.5507576689 7190629.199996252 0),687407.5507576689,7190629.199996252
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6260.0,67.21403866451273,POINT Z (687426.0373862314 7190636.818763919 0),687426.0373862314,7190636.818763919
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6280.0,64.80039118407942,POINT Z (687444.4143870668 7190644.704220293 0),687444.4143870668,7190644.704220293
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6300.0,64.80039118407942,POINT Z (687462.5109862555 7190653.219682571 0),687462.5109862555,7190653.219682571
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6320.0,72.79089534812731,POINT Z (687480.9289209234 7190660.906879333 0),687480.9289209234,7190660.906879333
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6340.0,81.49152049464536,POINT Z (687500.2245800839 7190665.987221603 0),687500.2245800839,7190665.987221603
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6360.0,70.87828457436306,POINT Z (687519.635084949 7190670.570169052 0),687519.635084949,7190670.570169052
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6380.0,71.00278513236684,POINT Z (687538.4844268472 7190677.254425197 0),687538.4844268472,7190677.254425197
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6400.0,93.15710157073663,POINT Z (687557.7954387772 7190681.19590623 0),687557.7954387772,7190681.19590623
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6420.0,57.81369081645429,POINT Z (687574.3232569696 7190691.809649418 0),687574.3232569696,7190691.809649418
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6440.0,64.45138001409879,POINT Z (687592.4095588424 7190700.3138236785 0),687592.4095588424,7190700.3138236785
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6460.0,67.6941511929309,POINT Z (687610.8985039023 7190707.937457465 0),687610.8985039023,7190707.937457465
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6480.0,65.88580559290405,POINT Z (687629.2944308828 7190715.774909721 0),687629.2944308828,7190715.774909721
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6500.0,71.07258980443629,POINT Z (687647.0683590111 7190724.8966753995 0),687647.0683590111,7190724.8966753995
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6520.0,72.83275441325439,POINT Z (687666.1204963637 7190730.966069673 0),687666.1204963637,7190730.966069673
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6540.0,70.2828368911416,POINT Z (687685.2275935516 7190736.859152697 0),687685.2275935516,7190736.859152697
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6560.0,68.99244557099016,POINT Z (687703.9671934008 7190743.843235422 0),687703.9671934008,7190743.843235422
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6580.0,68.99244557099016,POINT Z (687722.6378567546 7190751.013056196 0),687722.6378567546,7190751.013056196
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6600.0,69.55689070629651,POINT Z (687741.4459789344 7190757.807552226 0),687741.4459789344,7190757.807552226
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6620.0,72.00835837190814,POINT Z (687760.3542245857 7190764.311547525 0),687760.3542245857,7190764.311547525
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6640.0,71.60375072965041,POINT Z (687779.3409909584 7190770.596410894 0),687779.3409909584,7190770.596410894
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6660.0,70.42329097112234,POINT Z (687798.244796891 7190777.12359641 0),687798.244796891,7190777.12359641
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6680.0,70.34679186526344,POINT Z (687817.1483386245 7190783.65340286 0),687817.1483386245,7190783.65340286
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6700.0,66.1729852806791,POINT Z (687835.6438469552 7190791.231073468 0),687835.6438469552,7190791.231073468
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6820.0,86.18425226781598,POINT Z (687638.220371742 7190421.1921646735 0),687638.220371742,7190421.1921646735
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6840.0,85.13458434898733,POINT Z (687658.171427866 7190422.579178278 0),687658.171427866,7190422.579178278
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6860.0,77.1023697615944,POINT Z (687677.8418493548 7190426.012620614 0),687677.8418493548,7190426.012620614
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6880.0,133.94005447078894,POINT Z (687697.3383433687 7190429.988519008 0),687697.3383433687,7190429.988519008
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6960.0,182.55547529873408,POINT Z (687622.4933359869 7190419.163692429 0),687622.4933359869,7190419.163692429
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,6980.0,341.0879044014972,POINT Z (687621.5402732887 7190408.994402412 0),687621.5402732887,7190408.994402412
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7220.0,68.46589392523514,POINT Z (687548.91536072 7190271.412543039 0),687548.91536072,7190271.412543039
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7240.0,53.44731689907903,POINT Z (687565.8472674346 7190281.931419714 0),687565.8472674346,7190281.931419714
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7260.0,59.6797697731153,POINT Z (687582.6196660512 7190292.810954298 0),687582.6196660512,7190292.810954298
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7280.0,57.39997724998402,POINT Z (687599.7276975408 7190303.166754226 0),687599.7276975408,7190303.166754226
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7300.0,78.90844257672306,POINT Z (687617.955257732 7190310.927391223 0),687617.955257732,7190310.927391223
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7320.0,84.27434942394918,POINT Z (687637.7664094307 7190313.577706288 0),687637.7664094307,7190313.577706288
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7340.0,328.327078024962,POINT Z (687650.3267030421 7190323.677926401 0),687650.3267030421,7190323.677926401
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7360.0,178.43622955480961,POINT Z (687646.7800102284 7190335.733899488 0),687646.7800102284,7190335.733899488
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7380.0,52.918010093312226,POINT Z (687656.6859322839 7190321.349142729 0),687656.6859322839,7190321.349142729
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7400.0,53.84081112640252,POINT Z (687672.2720070548 7190333.865540433 0),687672.2720070548,7190333.865540433
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7440.0,236.67120365405597,POINT Z (687703.1588844953 7190354.001074761 0),687703.1588844953,7190354.001074761
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7460.0,233.50455991858212,POINT Z (687686.7954823601 7190342.514708312 0),687686.7954823601,7190342.514708312
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7580.0,83.34869014129498,POINT Z (687616.9074828386 7190287.724752281 0),687616.9074828386,7190287.724752281
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7600.0,89.86562716031798,POINT Z (687636.7291294424 7190290.064481053 0),687636.7291294424,7190290.064481053
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7620.0,94.95381503217266,POINT Z (687656.7052912798 7190289.511096756 0),687656.7052912798,7190289.511096756
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7640.0,101.53801434550056,POINT Z (687676.4907969366 7190286.739940004 0),687676.4907969366,7190286.739940004
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7660.0,84.9668743131094,POINT Z (687696.2343501276 7190283.962663416 0),687696.2343501276,7190283.962663416
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7680.0,71.09149036989685,POINT Z (687715.8605574067 7190287.3257547645 0),687715.8605574067,7190287.3257547645
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7700.0,66.06852414730344,POINT Z (687734.6684073926 7190294.07519225 0),687734.6684073926,7190294.07519225
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7720.0,41.97351919110745,POINT Z (687750.1850579767 7190306.548437703 0),687750.1850579767,7190306.548437703
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7740.0,40.3760795780426,POINT Z (687764.1352037251 7190320.847120271 0),687764.1352037251,7190320.847120271
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7760.0,56.227667328159505,POINT Z (687781.2866468949 7190330.473019447 0),687781.2866468949,7190330.473019447
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7780.0,55.7405933928595,POINT Z (687797.860627962 7190341.666587444 0),687797.860627962,7190341.666587444
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7800.0,53.32938734011879,POINT Z (687814.0176765244 7190353.448859885 0),687814.0176765244,7190353.448859885
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7820.0,35.90546317523889,POINT Z (687828.0619031801 7190367.603355621 0),687828.0619031801,7190367.603355621
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7840.0,24.356832513215362,POINT Z (687839.0281873121 7190384.245750467 0),687839.0281873121,7190384.245750467
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7860.0,340.7648567644293,POINT Z (687840.97130367 7190403.412661581 0),687840.97130367,7190403.412661581
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7880.0,335.1015417492315,POINT Z (687833.3471700316 7190421.876491679 0),687833.3471700316,7190421.876491679
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7900.0,331.66902310645355,POINT Z (687823.9077784551 7190439.506912023 0),687823.9077784551,7190439.506912023
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7920.0,333.5877256966802,POINT Z (687814.5202291713 7190457.165035702 0),687814.5202291713,7190457.165035702
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7940.0,335.6142196141199,POINT Z (687805.9641707748 7190475.239031427 0),687805.9641707748,7190475.239031427
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,7960.0,342.9061271436305,POINT Z (687798.2927834664 7190493.693937895 0),687798.2927834664,7190493.693937895
8,Via não pavimentada e sem meio fio,Fazenda Canguiri,PFCG,,8000.0,258.7408361416431,POINT Z (687763.5513210115 7190498.080029103 0),687763.5513210115,7190498.080029103
