id,local,cod_local,tipo_trech,E,N,geometry,x,y
43,Fazenda Canguiri,PFCG,Curso dagua temporário,687242.393,7190314.966,POINT Z (687242.3927924089 7190314.965674272 0),687242.3927924089,7190314.965674272
43,Fazenda Canguiri,PFCG,Curso dagua temporário,687237.262,7190296.562,POINT Z (687237.2619959328 7190296.561876894 0),687237.2619959328,7190296.561876894
43,Fazenda Canguiri,PFCG,Curso dagua temporário,687227.002,7190279.469,POINT Z (687227.0020724438 7190279.468751939 0),687227.0020724438,7190279.468751939
43,Fazenda Canguiri,PFCG,Curso dagua temporário,687213.341,7190264.899,POINT Z (687213.3407962385 7190264.899175514 0),687213.3407962385,7190264.899175514
43,Fazenda Canguiri,PFCG,Curso dagua temporário,687198.885,7190251.078,POINT Z (687198.8851306923 7190251.078163849 0),687198.8851306923,7190251.078163849
43,Fazenda Canguiri,PFCG,Curso dagua temporário,687185.489,7190236.24,POINT Z (687185.488954468 7190236.240338794 0),687185.488954468,7190236.240338794
43,Fazenda Canguiri,PFCG,Curso dagua temporário,687172.913,7190220.689,POINT Z (687172.9131259698 7190220.68898112 0),687172.9131259698,7190220.68898112
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686813.986,7190472.031,POINT Z (686813.9859012181 7190472.031400321 0),686813.9859012181,7190472.031400321
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686812.332,7190452.108,POINT Z (686812.332150622 7190452.107567167 0),686812.332150622,7190452.107567167
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686814.571,7190432.39,POINT Z (686814.5710000194 7190432.389793014 0),686814.5710000194,7190432.389793014
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686822.605,7190414.089,POINT Z (686822.6052960744 7190414.089095865 0),686822.6052960744,7190414.089095865
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686830.204,7190395.589,POINT Z (686830.2036830473 7190395.588703562 0),686830.2036830473,7190395.588703562
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686833.661,7190376.25,POINT Z (686833.6610939039 7190376.249738857 0),686833.6610939039,7190376.249738857
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686840.548,7190357.726,POINT Z (686840.5475456413 7190357.725761365 0),686840.5475456413,7190357.725761365
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686854.748,7190343.696,POINT Z (686854.7481012364 7190343.696195423 0),686854.7481012364,7190343.696195423
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686871.773,7190333.26,POINT Z (686871.7733756579 7190333.259514406 0),686871.7733756579,7190333.259514406
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686890.503,7190326.308,POINT Z (686890.5030697895 7190326.3082904685 0),686890.5030697895,7190326.3082904685
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686909.473,7190319.975,POINT Z (686909.4734023788 7190319.975338213 0),686909.4734023788,7190319.975338213
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686928.422,7190313.576,POINT Z (686928.4220352542 7190313.576173256 0),686928.4220352542,7190313.576173256
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686947.762,7190308.524,POINT Z (686947.7623894882 7190308.524407966 0),686947.7623894882,7190308.524407966
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686967.359,7190304.66,POINT Z (686967.3586935488 7190304.660215621 0),686967.3586935488,7190304.660215621
44,Fazenda Canguiri,PFCG,Curso dagua temporário,686987.329,7190304.857,POINT Z (686987.3290333819 7190304.856922282 0),686987.3290333819,7190304.856922282
44,Fazenda Canguiri,PFCG,Curso dagua temporário,687007.115,7190302.346,POINT Z (687007.1145765696 7190302.346387674 0),687007.1145765696,7190302.346387674
44,Fazenda Canguiri,PFCG,Curso dagua temporário,687026.989,7190300.823,POINT Z (687026.9890883367 7190300.822559648 0),687026.9890883367,7190300.822559648
44,Fazenda Canguiri,PFCG,Curso dagua temporário,687044.464,7190291.655,POINT Z (687044.4638544351 7190291.65536031 0),687044.4638544351,7190291.65536031
44,Fazenda Canguiri,PFCG,Curso dagua temporário,687055.309,7190275.163,POINT Z (687055.3090933625 7190275.163325283 0),687055.3090933625,7190275.163325283
44,Fazenda Canguiri,PFCG,Curso dagua temporário,687065.543,7190258.053,POINT Z (687065.5433368082 7190258.053429317 0),687065.5433368082,7190258.053429317
44,Fazenda Canguiri,PFCG,Curso dagua temporário,687078.769,7190243.051,POINT Z (687078.768809524 7190243.050533881 0),687078.768809524,7190243.050533881
44,Fazenda Canguiri,PFCG,Curso dagua temporário,687091.848,7190227.941,POINT Z (687091.8484453706 7190227.940594044 0),687091.8484453706,7190227.940594044
44,Fazenda Canguiri,PFCG,Curso dagua temporário,687107.284,7190215.272,POINT Z (687107.2837922722 7190215.272351199 0),687107.2837922722,7190215.272351199
44,Fazenda Canguiri,PFCG,Curso dagua temporário,687123.356,7190203.383,POINT Z (687123.3559174164 7190203.382700547 0),687123.3559174164,7190203.382700547
45,Fazenda Canguiri,PFCG,Curso dagua temporário,687168.755,7189965.706,POINT Z (687168.754971908 7189965.706466296 0),687168.754971908,7189965.706466296
45,Fazenda Canguiri,PFCG,Curso dagua temporário,687182.885,7189979.362,POINT Z (687182.8849823251 7189979.3624623045 0),687182.8849823251,7189979.3624623045
45,Fazenda Canguiri,PFCG,Curso dagua temporário,687196.015,7189994.203,POINT Z (687196.0153523603 7189994.203036847 0),687196.0153523603,7189994.203036847
45,Fazenda Canguiri,PFCG,Curso dagua temporário,687207.737,7190010.084,POINT Z (687207.7373222499 7190010.084367895 0),687207.7373222499,7190010.084367895
45,Fazenda Canguiri,PFCG,Curso dagua temporário,687219.168,7190026.309,POINT Z (687219.1676004597 7190026.309259372 0),687219.1676004597,7190026.309259372
45,Fazenda Canguiri,PFCG,Curso dagua temporário,687232.486,7190039.272,POINT Z (687232.4858751904 7190039.272264227 0),687232.4858751904,7190039.272264227
45,Fazenda Canguiri,PFCG,Curso dagua temporário,687250.785,7190047.092,POINT Z (687250.7845074176 7190047.092403282 0),687250.7845074176,7190047.092403282
45,Fazenda Canguiri,PFCG,Curso dagua temporário,687269.72,7190053.277,POINT Z (687269.719749911 7190053.277030098 0),687269.719749911,7190053.277030098
45,Fazenda Canguiri,PFCG,Curso dagua temporário,687288.431,7190057.452,POINT Z (687288.4313878852 7190057.451558948 0),687288.4313878852,7190057.451558948
61,Fazenda Canguiri,PFCG,Curso dagua temporário,687294.274,7190152.128,POINT Z (687294.2737045437 7190152.127719171 0),687294.2737045437,7190152.127719171
61,Fazenda Canguiri,PFCG,Curso dagua temporário,687280.219,7190137.914,POINT Z (687280.2191983463 7190137.913975902 0),687280.2191983463,7190137.913975902
61,Fazenda Canguiri,PFCG,Curso dagua temporário,687266.506,7190123.537,POINT Z (687266.5063553787 7190123.537201187 0),687266.5063553787,7190123.537201187
61,Fazenda Canguiri,PFCG,Curso dagua temporário,687259.983,7190105.214,POINT Z (687259.9832726355 7190105.214156661 0),687259.9832726355,7190105.214156661
