gid,local,cod_local,tipo_torre,E,N,geometry,x,y
8,Fazenda Canguiri,PFCG,Energia,687635.531,7191187.792,POINT Z (687635.5305906544 7191187.791844625 0),687635.5305906544,7191187.791844625
